,date,price,buysell,balance
0,2016-11-18,489.1136779785156,buy,0.0
1,2016-12-13,515.0181274414062,sell,25.904449462890625
2,2017-01-30,517.4946899414062,buy,25.904449462890625
3,2017-02-22,598.080810546875,sell,106.49057006835938
4,2017-05-26,662.3713989257812,buy,106.49057006835938
5,2017-06-19,698.0086059570312,sell,142.12777709960938
6,2017-09-01,797.4906005859375,buy,142.12777709960938
7,2017-09-13,841.0278930664062,sell,185.66506958007812
8,2017-10-03,790.853515625,buy,185.66506958007812
9,2017-10-10,835.2823486328125,sell,230.09390258789062
10,2017-11-20,912.2032470703125,buy,230.09390258789062
11,2017-12-04,893.1339721679688,sell,211.02462768554688
12,2017-12-18,912.351806640625,buy,211.02462768554688
13,2018-01-22,962.3776245117188,sell,261.0504455566406
14,2018-02-14,924.883056640625,buy,261.0504455566406
15,2018-03-06,902.297119140625,sell,238.46450805664062
16,2018-03-12,921.5645141601562,buy,238.46450805664062
17,2018-03-16,891.5985107421875,sell,208.49850463867188
18,2018-04-09,907.3987426757812,buy,208.49850463867188
19,2018-04-24,960.9412231445312,sell,262.0409851074219
20,2018-06-04,932.0154418945312,buy,262.0409851074219
21,2018-06-12,987.7867431640625,sell,317.8122863769531
22,2018-06-29,963.3187255859375,buy,317.8122863769531
23,2018-07-10,1016.0686645507812,sell,370.5622253417969
24,2018-09-26,1239.6494140625,buy,370.5622253417969
25,2018-10-03,1193.7841796875,sell,324.6969909667969
26,2018-11-16,1116.813720703125,buy,324.6969909667969
27,2018-11-22,1092.4942626953125,sell,300.3775329589844
28,2018-11-27,1117.606201171875,buy,300.3775329589844
29,2018-12-10,1080.0125732421875,sell,262.7839050292969
30,2018-12-17,1119.290283203125,buy,262.7839050292969
31,2018-12-21,1089.869140625,sell,233.36276245117188
32,2018-12-28,1114.9810791015625,buy,233.36276245117188
33,2019-01-03,1082.4891357421875,sell,200.87081909179688
34,2019-01-15,1119.0426025390625,buy,200.87081909179688
35,2019-01-21,1226.0780029296875,sell,307.9062194824219
36,2019-05-20,1313.4498291015625,buy,307.9062194824219
37,2019-06-17,1270.2591552734375,sell,264.7155456542969
38,2019-08-13,1262.7801513671875,buy,264.7155456542969
39,2019-08-22,1235.04296875,sell,236.97836303710938
40,2019-08-23,1263.8697509765625,buy,236.97836303710938
41,2019-08-29,1230.0899658203125,sell,203.19857788085938
42,2019-09-20,1242.5716552734375,buy,203.19857788085938
43,2019-09-30,1319.740234375,sell,280.3671569824219
44,2020-01-07,1510.2840576171875,buy,280.3671569824219
45,2020-01-28,1457.9302978515625,sell,228.01339721679688
46,2020-02-19,1489.6793212890625,buy,228.01339721679688
47,2020-02-24,1431.3819580078125,sell,169.71603393554688
48,2020-04-09,1208.49462890625,buy,169.71603393554688
49,2020-04-13,1177.98388671875,sell,139.20529174804688
50,2020-04-20,1232.1207275390625,buy,139.20529174804688
51,2020-04-22,1350.7957763671875,sell,257.8803405761719
52,2020-12-09,2026.949951171875,buy,257.8803405761719
53,2020-12-15,1974.3499755859375,sell,205.28036499023438
54,2020-12-18,1991.550048828125,buy,205.28036499023438
55,2020-12-21,1939.699951171875,sell,153.43026733398438
56,2020-12-30,1995.5,buy,153.43026733398438
57,2021-01-06,1914.25,sell,72.18026733398438
58,2021-01-18,1983.949951171875,buy,72.18026733398438
59,2021-01-21,2099.39990234375,sell,187.63021850585938
60,2021-02-10,1974.300048828125,buy,187.63021850585938
61,2021-02-17,2083.25,sell,296.5801696777344
62,2021-03-19,2082.0,buy,296.5801696777344
63,2021-03-25,1991.449951171875,sell,206.03012084960938
64,2021-04-29,2024.050048828125,buy,206.03012084960938
65,2021-05-03,1959.050048828125,sell,141.03012084960938
66,2021-05-18,1987.949951171875,buy,141.03012084960938
67,2021-05-28,2094.800048828125,sell,247.88021850585938
68,2021-06-30,2110.64990234375,buy,247.88021850585938
69,2021-07-27,2055.0,sell,192.23031616210938
70,2021-08-04,2103.75,buy,192.23031616210938
71,2021-08-26,2230.449951171875,sell,318.9302673339844
72,2021-11-04,2498.85009765625,buy,318.9302673339844
73,2021-11-22,2363.75,sell,183.83016967773438
74,2021-11-25,2492.949951171875,buy,183.83016967773438
75,2021-11-26,2412.60009765625,sell,103.48031616210938
76,2021-12-02,2482.85009765625,buy,103.48031616210938
77,2021-12-03,2408.25,sell,28.880218505859375
78,2022-01-04,2458.10009765625,buy,28.880218505859375
79,2022-01-24,2377.89990234375,sell,-51.319976806640625
80,2022-02-15,2417.949951171875,buy,-51.319976806640625
81,2022-02-24,2255.75,sell,-213.51992797851562
82,2022-03-02,2398.550048828125,buy,-213.51992797851562
83,2022-03-04,2325.550048828125,sell,-286.5199279785156
84,2022-03-10,2392.25,buy,-286.5199279785156
85,2022-03-22,2531.14990234375,sell,-147.62002563476562
